156.71	205.57	156.36	7.187667704
137.58	203.18	160.84	6.29154289
131.34	199.32	162.13	6.150997075
127.99	195.77	166.76	6.051838734
180.16	187.12	178.82	5.79256168
124.45	194.89	168.78	5.834191991
175.89	171.88	184.59	4.789380607
122.28	196.44	174.62	5.409184627
183.63	163.14	190.94	4.493959207
117.56	189.07	177.95	4.206888371
170.81	165.2	186.13	3.830183764
187.09	167.9	195.7	3.757088654
110.31	189	186.82	3.527314095
118.95	214.22	185.36	3.279473042
125.68	219.23	160.88	3.841295117
166.3	16.57	183.68	3.902340338
191.77	161.83	196.76	3.055375598
110.66	189.46	192.56	2.59286048
113.61	217.76	188.23	3.318861414
128.47	224.59	161.19	3.007718157
160.08	156.19	184.21	2.064369485
182.88	151.31	192.02	1.751621302
192.55	155.61	201.89	2.702116761
213.98	197.16	186.03	4.269392152
226.907	208.226	184.249	2.854130501
233.032	191.616	189.094	2.339499835
198.4251315	177.2025087	202.739981	1.875162362
207.235	159.79	199.879	1.499718325
196.3627458	148.9929009	203.7049848	1.551268765
190.446	154.998	206.154	1.68900259
178.1121758	135.398783	191.1907075	0.843994075
184.2430006	143.1372407	195.2285289	1.408742083
168.385	146.932	192.52	1.131879215
165.0575849	153.3526375	178.1160171	1.411251027
170.008	163.262	195.668	1.955753115
147.4193883	156.6414416	181.6114805	2.992789541
122.248	176.228	160.934	1.703619738
112.3046769	163.644536	179.7606516	2.718813927
116.759	185.643	201.739	2.595505391
100.254	183.448	199.617	1.71638095
94.2002616	186.4439201	186.5219388	2.126662556
108.6315295	217.2722067	196.8050635	1.873290379
105.92	220.791	185.759	2.584906108
131.4478523	234.1949247	192.7200186	1.64016569
98.901	186.314	154.869	2.548890925
113.546	193.303	146.097	2.333575467
111.536	223.003	158.284	2.311865233
124.67	233.11	163.011	2.095324478
137.972	227.801	161.555	2.396627858
