175.38	219.32	195.21	7.382942219
174.17	212.47	193.11	6.455955615
158	194.85	183.99	5.235461661
144.12	180.13	179.13	4.586036007
183.28	199.15	193.09	5.933585686
150.22	209.99	196.15	4.708478907
140.4	171.15	181.54	4.525568554
197.76	195.02	193.75	4.774031142
149.59	231.77	181.4	6.740938811
137.19	204.51	195.48	3.915642253
140.61	176.83	176.5	3.969652395
134.79	165.79	185.15	4.044563287
208.53	181.97	196.11	2.94482186
143.81	230.16	180.51	6.038050223
133.09	203.91	198.6	3.19451898
129.41	169.47	172.96	3.318517994
133.4	163.13	181.79	2.588854382
153.33	176.76	192.86	3.640136478
209.92	179.64	197.05	2.669756081
246.9810782	211.5181467	186.3287702	2.377944336
218.8652842	189.0609941	196.0001987	0.849060742
215.5271487	179.6300963	197.7013484	2.406638085
207.353	162.9895	205.999	2.288109337
179.351	158.785	197.987	2.111896661
151.573	173.794	193.805	3.529673052
153.5570254	180.2390254	202.7900583	1.24682366
138.337	155.414	171.885	4.15669281
133.083	156.602	183.797	1.375980391
119.626	155.301	164.677	2.014527329
119.5085176	153.3056624	183.833316	2.513195398
130.3905933	164.4072099	191.5274634	2.907162349
121.5230344	171.4998365	170.1372621	3.157315009
142.9456611	177.4620524	170.7782622	2.475130559
142.0832441	198.9443335	202.4028499	2.002636093
112.564487	182.1818131	193.4516794	2.573368272
120.5334542	201.0552967	212.0693035	1.434984624
108.2358545	201.7932785	198.3606115	2.220169283
132.049	226.656	174.942	4.908735905
129.805	236.73	188.227	2.407908569
142.896	250.603	175.542	4.145714666
